x0,x1,x2,x3,x4,x5,x6,x7,t0,t1,t2,t3,t4,t5,t6,t7
75,75,74,75,77,75,74,72,67,69,70,70,72,72,70,69
67,67,66,66,67,69,70,69,62,63,62,60,58,63,62,62
67,67,69,69,74,72,72,70,62,62,63,62,62,67,66,67
69,67,67,66,66,67,69,70,66,62,63,62,60,58,63,62
69,67,67,69,69,74,72,72,62,62,62,63,62,62,67,66
70,69,74,72,72,70,70,69,67,66,67,67,65,65,63,63
70,72,72,70,70,69,69,67,62,60,69,66,67,67,66,62
70,70,72,74,74,72,70,72,65,67,69,69,62,62,62,60
69,74,74,72,70,70,69,67,65,65,67,69,62,64,65,65
67,69,76,77,77,76,74,76,64,65,69,69,69,69,69,69
76,74,69,74,74,72,70,70,67,65,65,65,67,69,62,64
69,67,67,69,76,77,77,76,65,65,64,65,69,69,69,69
74,76,76,74,77,76,74,72,69,69,67,65,69,67,67,67
72,74,76,77,77,77,77,72,65,65,70,70,69,67,69,69
74,74,72,70,69,70,69,77,69,67,69,67,66,67,66,67
76,77,79,77,76,74,74,76,67,67,72,72,72,72,71,72
65,65,64,65,69,72,70,70,62,60,60,60,65,67,65,67
64,65,65,65,64,65,65,67,58,60,62,60,60,60,60,60
67,67,67,67,69,69,69,69,64,62,64,64,64,62,64,61
69,71,73,71,69,69,68,68,64,64,69,63,64,66,66,64
66,66,64,69,71,71,73,74,64,63,59,66,66,64,64,71
73,73,71,71,69,69,71,73,71,69,69,68,64,64,64,69
71,69,69,68,68,66,66,64,63,64,66,66,64,64,63,59
69,71,71,73,74,73,73,71,66,66,64,64,71,71,69,69
71,69,73,74,74,76,74,74,68,64,69,69,67,67,66,68
76,74,74,73,73,71,73,74,68,69,64,64,66,68,69,69
76,74,73,71,69,69,71,71,71,69,68,68,68,66,66,68
73,73,69,73,74,76,76,74,69,68,66,70,70,71,66,66
74,73,71,73,74,71,71,71,68,69,68,69,69,69,68,66
69,69,69,76,76,76,74,73,66,64,66,68,69,71,64,64
71,73,74,73,71,69,69,71,63,64,62,69,68,64,66,66
73,73,74,74,71,71,76,76,64,61,68,66,64,63,64,66
76,78,78,76,73,73,74,76,68,69,66,68,69,69,69,70
74,74,73,71,69,71,71,73,71,69,68,66,64,66,68,69
73,71,73,73,69,71,73,73,66,68,69,68,66,66,68,70
71,71,69,69,76,76,76,74,69,68,68,66,68,69,71,71
71,71,71,71,70,68,66,71,66,67,62,64,66,66,61,66
73,74,74,76,74,73,73,74,66,66,66,66,66,66,66,66
76,78,76,74,74,79,79,78,69,69,69,71,69,67,69,69
76,78,78,76,76,76,74,74,69,74,73,71,69,67,66,66
73,71,69,66,67,69,69,71,64,62,64,62,64,66,66,67
69,67,67,67,66,78,76,74,66,66,63,64,64,62,67,66
72,72,72,74,76,74,72,72,64,65,67,67,67,65,64,62
71,72,72,72,72,74,72,71,62,64,65,67,65,65,64,62
69,69,68,69,71,72,74,76,64,65,64,64,64,64,67,67
77,79,77,76,74,76,76,76,67,67,72,71,69,68,69,67
76,76,76,74,74,74,76,74,65,67,69,71,67,69,71,71
72,71,71,71,71,71,73,74,69,68,67,69,67,65,64,62
72,71,69,69,68,69,71,72,64,65,64,65,64,64,68,69
66,71,69,67,67,66,66,64,62,62,62,62,64,64,62,62
64,66,73,74,74,74,73,71,61,62,64,62,64,66,66,66
73,73,71,66,71,69,67,67,66,64,62,62,62,62,62,64
66,66,64,64,66,73,74,74,64,62,62,61,62,64,62,64
74,73,71,73,73,71,74,73,66,66,66,66,64,62,66,64
71,69,69,71,73,74,74,74,67,66,64,62,67,67,66,64
74,69,71,69,67,67,66,74,66,66,67,66,66,64,63,64
73,74,76,74,74,73,71,71,64,64,64,66,68,69,69,68
73,66,66,67,67,66,64,64,69,62,61,59,61,62,62,59
76,76,76,76,74,72,71,72,68,68,69,71,69,69,68,64
72,74,76,76,76,74,72,71,66,67,67,65,64,65,64,64
69,71,72,69,69,67,65,64,64,64,64,65,64,64,62,61
65,67,69,69,67,65,64,69,62,64,63,62,62,62,61,62
68,69,71,71,72,71,69,72,64,64,66,68,69,67,66,67
71,72,69,69,67,65,64,65,64,64,64,57,57,62,61,62
73,71,69,71,73,74,76,78,69,68,66,64,64,66,67,66
76,74,74,73,71,71,71,69,68,69,71,64,69,69,68,64
73,76,74,73,71,69,68,69,69,71,69,69,68,66,65,66
71,73,73,74,76,74,74,74,64,64,66,66,66,66,69,68
74,73,73,71,73,74,76,76,66,68,66,66,66,66,61,68
74,74,73,71,73,71,71,73,69,71,69,68,69,66,64,69
75,76,76,75,75,76,76,73,69,71,73,71,69,68,68,69
78,78,76,74,74,73,71,71,69,67,67,67,66,64,64,62
73,73,74,76,74,73,71,71,66,64,66,66,68,69,69,69
69,71,71,69,68,66,64,64,64,64,64,64,62,61,59,61
66,68,69,71,71,69,73,74,57,62,61,66,64,64,69,69
76,76,78,78,76,76,76,74,71,73,74,73,71,69,68,66
73,71,69,68,66,68,69,73,68,65,61,61,62,62,61,64
73,73,73,71,71,73,73,73,64,64,66,68,66,65,66,65
69,69,71,73,74,73,73,71,66,66,68,69,71,71,69,67
69,71,73,74,74,73,71,69,66,66,68,69,71,69,68,66
68,66,68,69,71,69,68,68,64,63,64,66,68,66,66,64
66,66,64,66,68,69,69,69,64,63,59,62,64,64,61,66
71,68,66,64,71,71,71,73,64,64,63,63,64,66,68,69
73,73,66,66,66,71,69,68,66,64,63,61,63,64,66,64
66,64,71,73,73,71,71,69,63,59,64,64,69,69,68,66
71,71,71,71,71,76,76,74,66,63,66,64,64,64,66,68
73,73,73,73,78,76,76,75,69,69,69,70,71,71,70,71
62,69,66,64,62,69,71,73,57,57,57,57,59,61,66,66
74,71,69,69,71,73,74,73,66,64,64,66,67,67,66,64
73,71,74,73,71,69,66,71,69,69,69,68,68,64,62,62
69,67,67,66,64,64,62,62,62,62,61,62,62,61,57,57
69,66,64,62,69,71,73,74,57,57,57,59,61,66,66,66
71,69,69,71,73,74,73,73,64,64,66,67,67,66,64,69
71,74,73,71,69,66,71,69,69,69,68,68,64,62,62,62
67,67,66,64,64,62,69,66,62,61,62,62,61,57,64,62
69,66,66,66,64,64,66,66,64,62,62,62,61,61,62,62
64,66,67,66,66,64,64,62,61,63,64,62,61,59,61,57
74,73,73,71,71,69,67,67,66,66,64,62,64,66,66,64
72,67,72,72,72,70,70,70,63,62,66,67,69,69,67,67
69,69,69,67,63,67,65,65,67,67,66,62,60,60,62,59
63,62,63,62,60,72,67,72,60,60,60,59,55,63,62,66
72,72,70,70,70,69,69,69,67,69,69,67,67,67,67,66
67,63,67,65,65,63,62,63,62,60,60,62,59,60,60,60
62,60,63,65,67,68,68,67,59,55,60,62,63,65,65,65
67,67,65,65,63,63,65,67,62,63,63,62,58,60,62,63
68,68,67,67,67,65,65,63,65,65,65,62,63,63,62,58
67,69,70,67,72,72,72,71,63,63,65,63,63,63,62,62
72,75,74,74,72,72,72,71,67,67,68,67,67,65,67,67
69,69,71,72,74,71,71,72,64,64,64,64,62,62,67,66
69,71,72,74,71,71,72,74,64,64,64,62,62,67,66,67
72,74,76,72,74,74,72,71,69,67,67,69,69,67,66,67
71,72,74,76,72,74,74,74,67,67,65,64,69,69,67,66
70,70,77,74,72,70,69,70,65,65,65,65,65,67,60,60
69,67,65,70,72,72,74,75,60,60,60,65,67,69,70,72
72,70,70,70,77,74,72,70,69,65,65,65,65,65,65,67
69,70,69,67,65,70,72,72,60,60,60,60,60,65,67,69
74,75,72,70,77,75,74,72,70,72,69,65,70,69,69,65
70,79,74,75,77,77,77,79,65,70,70,70,69,67,65,70
66,66,66,65,66,68,69,69,61,62,62,61,61,61,61,66
68,68,66,69,71,71,71,73,66,65,61,66,64,66,68,69
73,71,71,73,71,69,71,69,69,65,66,68,68,66,66,66
68,66,66,68,69,69,71,71,64,63,63,65,66,66,68,66
66,66,64,69,71,73,71,69,61,61,61,62,62,61,61,61
71,71,73,74,73,71,73,74,66,64,64,71,64,66,66,66
71,71,69,69,73,73,71,69,64,64,64,64,68,69,68,66
71,73,74,74,73,76,76,73,66,66,66,65,66,68,71,71
74,74,73,74,76,74,73,71,73,71,69,69,64,64,64,66
71,71,69,73,73,69,71,69,64,62,61,64,64,66,66,66
68,66,66,64,66,68,69,66,64,64,62,61,62,62,64,62
71,71,71,70,71,73,74,73,66,64,66,67,66,67,66,66
73,71,71,73,73,73,78,76,64,62,64,64,66,67,66,73
74,74,74,73,71,71,71,70,73,70,71,70,66,64,66,67
71,73,74,73,73,71,71,73,66,67,66,66,64,62,64,64
73,73,78,76,74,74,74,73,66,67,66,73,73,70,71,70
78,76,76,74,74,73,76,76,69,69,68,69,71,69,67,66
74,73,71,74,74,73,71,69,66,66,66,66,68,69,68,66
68,66,68,69,71,73,73,73,66,61,61,66,68,69,69,67
74,74,76,76,78,76,74,76,66,71,69,67,66,66,66,64
70,70,69,67,69,70,72,72,65,67,65,63,65,65,67,65
70,70,70,69,69,70,70,72,64,62,64,65,66,67,67,63
74,72,72,72,72,72,72,74,62,64,65,64,67,65,65,69
75,75,74,72,74,72,70,70,70,72,65,67,69,69,62,63
67,67,69,70,70,69,74,74,62,63,63,62,64,66,67,67
72,74,67,69,71,71,72,70,69,71,72,72,67,67,67,67
69,74,72,70,69,67,69,70,66,67,69,62,62,62,62,67
70,70,72,72,72,74,74,74,67,65,63,65,67,68,67,65
74,75,75,77,77,75,75,74,65,67,69,70,70,70,69,70
72,72,74,75,75,77,75,74,69,69,70,69,67,65,67,67
72,72,70,70,74,75,75,77,67,65,65,65,65,67,69,70
77,75,75,74,72,72,74,75,70,70,69,70,69,69,70,69
75,77,75,74,72,72,70,70,67,65,67,67,67,65,65,65
72,74,75,75,75,74,74,74,65,65,63,65,67,68,67,65
72,75,77,79,79,79,79,77,63,67,70,70,68,70,67,72
77,77,75,74,75,77,77,77,70,68,67,67,67,65,63,62
75,74,74,72,72,74,75,75,63,65,67,69,69,70,69,67
69,69,67,65,64,64,62,69,65,65,64,62,62,61,57,65
69,71,71,73,74,74,73,74,65,65,62,67,69,67,69,69
76,77,76,76,76,74,69,69,69,69,70,69,67,65,65,65
67,65,64,64,62,69,69,71,64,62,62,61,57,65,65,65
71,73,74,74,73,74,76,77,62,67,69,67,69,69,69,69
70,69,67,69,70,67,65,69,67,65,65,65,65,64,60,65
71,72,69,74,74,72,71,71,65,67,64,69,64,64,65,64
71,71,71,69,69,74,67,67,65,64,62,61,62,62,62,61
76,76,76,74,73,71,69,68,71,69,68,68,69,69,64,64
66,66,68,69,73,73,73,73,62,61,59,61,64,66,68,68
73,71,71,73,73,73,69,69,66,65,66,65,66,65,66,66
73,74,73,71,69,68,66,66,69,68,69,69,64,64,62,61
64,69,71,73,71,69,68,68,59,57,64,64,66,66,66,64
66,66,64,66,68,68,69,69,64,63,59,62,62,62,61,62
69,69,71,72,74,71,72,74,64,65,65,67,69,67,67,69
71,72,74,71,72,74,76,72,65,67,69,67,67,69,64,64
72,71,69,69,71,71,72,74,67,65,64,66,68,68,69,71
76,76,76,76,74,74,74,71,72,71,69,67,69,67,66,67
71,72,74,74,76,76,76,74,67,67,67,65,64,65,67,65
74,74,72,71,76,74,72,71,67,69,69,68,71,69,69,64
67,67,67,65,67,63,63,62,62,63,63,63,62,62,60,60
69,70,69,67,67,67,67,65,63,62,60,59,62,63,63,63
70,72,72,67,69,70,69,67,62,60,62,63,63,62,60,59
70,70,70,70,68,67,65,63,67,65,63,62,60,58,58,60
67,65,72,74,72,72,67,69,58,57,65,65,63,62,60,60
70,70,72,74,72,70,69,69,65,67,69,70,69,67,67,66
74,75,72,74,72,70,70,72,67,67,65,65,65,65,65,65
74,74,74,75,75,77,75,74,70,70,69,67,67,65,65,65
72,77,74,74,72,72,70,69,65,65,65,65,65,63,62,63
69,69,67,74,75,72,74,74,60,62,62,67,67,65,65,67
67,67,69,71,72,74,74,74,62,64,66,67,67,67,67,64
73,74,71,72,71,69,67,66,64,66,67,64,62,62,59,62
67,67,67,69,71,72,74,74,62,62,64,66,67,67,67,67
74,73,74,71,72,71,69,67,64,64,66,67,64,62,62,59
66,67,69,69,71,72,72,71,62,62,62,62,62,60,64,64
69,71,69,71,71,71,72,74,64,64,64,64,68,68,69,69
76,76,75,75,76,78,79,71,69,69,66,66,67,69,71,67
72,71,69,69,74,76,74,72,67,67,66,66,67,67,66,64
74,70,72,74,75,77,75,75,70,67,69,70,70,65,67,65
74,74,75,77,77,77,77,72,65,65,63,62,63,65,67,69
74,70,72,65,70,72,74,74,69,67,60,62,62,65,65,65
75,72,74,70,72,74,75,77,65,65,69,67,65,65,65,67
75,74,74,75,77,77,77,77,67,67,65,65,65,67,69,70
70,72,72,74,75,75,74,72,65,67,69,70,69,67,65,65
66,66,71,73,74,74,73,71,62,64,66,66,66,67,69,67
66,71,71,71,70,71,66,66,64,62,61,62,64,62,62,64
71,73,74,74,73,71,73,70,66,66,66,67,69,67,67,66
71,71,70,71,73,74,74,76,61,62,64,62,66,66,71,69
76,78,76,78,79,76,76,76,67,66,66,71,71,71,69,67
74,78,76,74,73,73,71,73,66,69,70,71,64,63,64,64
71,71,71,70,66,71,73,74,69,67,68,66,61,59,66,66
74,76,74,73,73,74,76,78,71,73,71,70,66,66,69,69
76,74,74,79,79,79,78,76,69,71,69,67,69,71,71,71
78,76,76,76,74,74,73,71,71,64,66,67,66,71,64,62
69,67,66,67,69,69,71,69,64,64,62,64,66,66,67,66
67,67,67,66,78,76,76,74,66,63,64,63,71,71,70,71
78,76,74,73,71,71,71,69,71,71,68,69,69,69,68,64
73,76,74,73,71,69,68,69,69,71,69,68,66,66,65,61
71,73,73,74,76,74,74,73,64,64,64,64,64,69,71,69
73,74,76,74,73,71,73,71,69,69,69,69,69,68,69,68
71,73,75,76,76,75,76,76,64,69,69,68,66,66,68,67
73,78,78,78,76,74,74,73,67,66,68,69,69,69,68,69
71,71,73,76,74,73,71,71,69,68,69,71,69,69,69,69
75,74,72,70,68,67,72,72,70,70,67,67,65,63,63,68
70,75,74,74,72,72,70,70,67,67,67,65,63,65,67,65
68,67,72,72,72,70,70,72,63,62,63,65,65,67,67,68
75,74,75,75,74,72,70,68,67,68,67,67,70,67,67,65
67,72,72,70,75,74,74,72,63,63,68,67,67,67,65,63
72,70,70,68,67,72,72,72,65,67,65,63,62,63,65,65
79,77,75,75,74,75,75,75,63,65,65,67,68,67,67,68
77,75,74,72,74,75,75,75,68,67,67,67,67,65,67,69
74,74,75,77,75,74,72,74,70,70,70,68,67,67,68,68
75,79,77,74,79,79,79,77,70,70,72,70,70,70,72,72
75,75,74,75,74,75,74,74,68,67,65,67,68,67,65,70
72,70,70,69,70,79,77,77,67,67,67,65,65,63,65,67
77,75,75,74,79,80,79,77,68,67,69,71,72,72,72,71
77,79,75,75,75,74,75,75,72,67,67,66,65,65,67,67
63,70,70,72,74,75,75,79,58,63,67,68,67,67,67,72
77,75,75,74,75,63,70,70,72,68,67,65,67,58,63,67
72,74,75,75,79,77,75,75,68,67,67,67,72,72,68,67
74,75,75,77,79,79,77,75,65,67,67,68,70,72,72,69
74,72,74,70,74,75,74,72,70,69,70,65,70,70,70,70
72,70,70,67,68,70,72,70,69,65,65,63,65,67,68,67
70,68,67,70,68,67,65,65,67,65,63,63,63,63,63,62
67,67,67,66,67,69,69,70,60,62,61,61,61,62,66,66
70,69,70,72,72,74,70,69,67,67,67,67,69,66,62,63
69,67,69,69,70,72,72,70,62,62,65,65,65,64,65,67
69,67,67,65,72,74,76,77,65,65,64,60,69,67,67,65
76,76,74,74,73,74,74,74,70,69,65,70,69,69,70,70
72,70,69,70,72,74,72,70,69,67,65,67,69,69,66,67
69,74,74,74,72,74,75,74,66,67,69,70,69,67,66,67
72,70,69,69,70,70,69,70,66,67,66,66,67,67,66,67
72,72,72,72,74,70,69,69,69,67,66,67,69,67,67,66
67,67,63,65,65,67,65,63,63,62,60,60,62,63,62,60
62,60,67,67,65,65,70,67,59,55,63,63,62,63,65,63
65,63,63,65,65,67,67,69,62,60,59,60,62,59,63,63
70,72,74,75,74,72,72,71,62,63,65,67,65,63,65,67
69,67,72,70,69,70,68,67,66,62,65,65,63,62,62,63
67,67,65,63,67,68,67,65,62,60,62,58,60,65,63,62
69,69,69,69,68,64,69,69,60,62,64,64,64,59,64,66
71,72,72,74,72,71,72,71,68,69,69,69,69,69,69,68
71,72,74,76,77,76,72,77,68,69,67,67,67,67,65,69
77,76,74,72,74,74,74,72,69,69,69,64,64,69,67,67
66,67,67,67,67,69,67,65,64,64,62,61,62,64,64,64
65,64,76,74,74,72,71,71,62,61,69,69,71,64,62,65
66,66,71,73,74,73,73,71,62,64,66,66,66,66,64,62
73,70,66,69,69,67,66,71,67,66,61,66,66,64,62,62
71,70,71,66,66,71,73,74,67,66,66,62,64,66,66,66
73,73,71,73,70,66,69,69,66,64,62,67,66,61,66,66
67,66,71,71,70,71,73,74,64,62,62,67,66,66,70,71
76,78,78,76,76,74,74,78,69,69,71,71,69,69,69,69
77,77,77,77,75,73,72,73,69,69,70,72,70,70,69,65
75,77,77,75,73,72,70,72,66,68,68,66,65,65,65,65
73,70,70,68,66,65,66,68,65,66,65,65,63,62,63,63
70,70,68,66,65,70,69,70,64,64,63,63,62,65,63,65
72,73,72,70,70,73,75,77,66,65,65,65,66,68,68,68
77,75,73,72,72,70,72,73,70,70,70,70,69,65,65,65
72,70,70,68,66,65,66,68,65,66,65,65,63,62,63,65
69,69,71,72,74,71,71,69,64,65,65,67,69,67,66,66
67,67,69,69,69,71,71,71,64,64,64,62,64,65,64,62
64,64,64,64,69,69,71,72,62,60,59,60,64,65,65,67
74,71,71,69,67,67,69,69,69,67,66,66,64,64,64,62
69,71,71,71,64,64,64,64,64,65,64,62,62,60,59,60
76,76,74,72,72,71,69,69,64,66,68,69,67,65,64,66
71,71,72,74,76,76,76,76,68,68,69,71,72,71,69,67
74,74,74,71,74,72,72,71,69,67,66,67,65,64,69,69
71,69,69,69,69,71,71,71,67,67,65,64,65,66,63,64
69,67,65,64,69,71,72,71,66,59,59,60,60,62,64,64
66,67,69,71,69,74,74,74,62,62,62,62,62,62,64,66
74,73,74,74,73,71,71,76,67,69,69,68,69,67,69,71
74,73,73,73,71,66,67,69,71,71,71,70,66,62,62,62
71,69,74,74,74,74,73,74,62,62,62,64,66,67,69,69
74,73,71,71,76,74,73,73,68,69,67,69,71,71,71,71
73,71,71,71,71,71,73,71,70,66,66,64,66,68,68,68
69,69,68,69,69,71,71,73,66,66,64,64,66,66,64,64
67,69,71,71,69,74,74,73,66,66,66,65,66,66,64,66
73,74,74,73,73,71,71,76,67,66,66,64,66,68,70,71
76,78,80,81,81,74,74,83,74,74,74,76,76,78,79,76
72,68,70,72,73,75,73,73,68,65,67,68,70,72,72,70
72,72,73,75,75,75,75,70,68,68,68,68,67,68,65,67
70,72,68,68,67,63,68,70,65,63,63,62,63,58,63,61
72,72,72,70,72,68,70,72,60,61,63,63,67,65,63,63
73,75,73,73,73,73,72,72,63,65,65,63,65,67,69,68
73,75,75,75,70,72,68,68,68,70,68,67,65,67,67,65
70,70,77,77,77,75,74,72,65,67,69,70,72,70,69,67
74,75,74,72,70,70,72,74,65,70,70,69,65,67,66,65
75,75,72,77,79,79,77,74,63,65,67,65,65,64,69,69
74,75,77,75,74,72,70,72,67,67,65,72,70,70,62,62
74,72,72,74,70,72,74,75,67,67,65,65,67,69,71,72
74,72,74,75,74,72,72,70,70,70,68,67,65,65,63,62
70,77,77,77,75,74,75,74,63,65,67,69,69,69,67,67
65,67,68,68,70,72,72,70,62,62,60,62,63,63,65,67
75,74,72,72,70,75,74,72,67,67,67,67,67,67,67,68
72,70,68,68,67,67,65,65,67,65,60,65,65,64,60,60
67,68,70,72,70,75,74,72,60,65,67,68,67,72,71,71
72,70,75,75,74,74,72,72,67,67,67,72,72,70,70,68
70,70,68,67,65,65,70,70,67,64,65,64,60,60,65,63
70,67,67,72,72,71,72,72,62,63,65,67,67,67,67,67
77,77,79,77,75,75,77,75,72,70,70,70,72,70,68,68
74,74,74,72,74,75,74,72,62,63,65,63,67,67,65,63
72,70,72,70,68,67,65,67,65,67,60,60,65,64,60,60
68,70,72,70,68,70,68,67,65,67,67,64,65,67,65,64
65,77,77,77,79,77,77,75,60,72,70,70,70,72,65,67
66,67,69,71,69,74,74,74,62,62,62,62,62,62,64,66
74,73,74,74,73,73,71,76,67,64,66,66,66,64,62,67
74,73,73,73,73,71,66,67,66,68,70,71,70,66,62,62
69,71,69,74,74,74,74,73,62,62,62,62,64,66,67,64
74,74,73,73,71,76,74,73,66,66,66,64,62,67,66,68
73,73,73,71,71,71,71,71,70,71,70,66,66,64,66,68
73,74,73,71,69,69,68,69,68,68,69,69,64,64,64,64
69,71,73,74,73,71,71,71,66,66,66,66,64,62,61,59
73,66,67,69,71,69,69,74,66,62,64,66,67,62,64,66
74,74,74,73,73,74,74,73,67,69,64,66,67,66,71,64
73,71,71,76,76,76,74,73,66,67,69,71,69,67,66,66
73,73,74,76,76,76,74,73,69,68,66,71,69,68,66,64
73,71,71,73,73,74,76,76,66,68,68,69,68,69,69,68
74,73,71,71,71,69,69,73,69,69,69,66,68,68,64,69
73,74,76,76,76,74,73,73,68,66,71,69,68,66,64,66
71,71,73,73,74,76,76,74,68,68,69,68,69,69,68,69
73,71,71,71,69,69,71,73,69,69,66,68,68,64,68,70
74,73,74,76,73,73,71,74,71,70,71,71,71,70,66,71
76,76,78,76,78,79,78,76,71,69,69,71,71,71,69,67
74,74,73,74,76,76,76,74,66,66,64,69,68,71,69,69
74,73,71,71,71,73,74,74,68,69,64,66,68,69,68,66
67,67,72,71,72,74,75,70,63,65,67,67,67,65,63,65
70,68,67,67,65,70,70,67,62,62,63,63,60,58,65,63
67,72,72,71,71,71,72,72,62,60,67,65,63,63,67,66
74,75,74,72,70,68,67,68,67,67,65,65,65,62,63,63
70,65,65,63,75,74,72,70,63,63,62,58,67,65,63,65
70,72,72,70,70,68,67,67,67,68,67,65,63,65,62,63
65,70,70,68,67,75,74,71,62,64,65,65,62,67,67,65
71,71,72,72,74,75,77,75,62,63,67,66,67,67,65,67
74,72,71,72,74,74,74,72,68,68,68,67,68,67,65,63
72,75,75,74,72,71,79,72,63,68,68,68,68,67,67,67
69,69,69,69,71,71,72,72,64,62,64,65,64,62,60,64
74,74,71,72,72,71,72,74,69,66,62,67,64,69,69,68
71,69,69,69,69,69,69,71,68,68,64,64,62,64,65,64
71,72,72,74,74,71,72,72,62,60,64,69,66,62,67,64
71,72,74,76,76,74,72,71,69,69,68,71,68,64,64,64
71,72,74,76,76,76,74,72,68,69,67,67,72,71,69,67
74,72,71,72,71,76,76,74,66,68,69,69,68,72,71,69
74,74,74,74,72,72,72,71,66,64,66,68,69,64,66,67
67,69,69,69,69,71,72,72,62,62,64,66,64,62,67,64
74,72,71,69,69,69,69,67,66,69,67,67,66,64,66,62
69,69,69,69,69,69,71,69,64,66,67,66,64,66,66,66
67,67,69,69,67,67,66,66,66,64,64,66,59,64,64,63
66,66,66,66,67,67,67,69,64,61,63,59,59,64,62,64
72,72,74,72,71,71,69,69,66,64,66,69,69,67,67,66
69,71,73,74,76,74,74,73,64,64,69,69,68,66,68,69
71,73,73,73,71,73,74,73,68,69,64,66,66,64,62,64
73,74,76,74,74,73,71,73,69,69,68,66,68,69,68,69
73,73,71,73,74,73,71,69,64,66,66,64,62,64,64,64
74,73,71,71,73,73,73,71,64,66,66,64,64,62,61,62
71,73,74,76,74,73,71,71,64,64,66,68,66,64,62,66
71,73,69,71,73,74,73,71,65,66,66,66,64,62,62,64
69,69,69,67,69,65,65,64,64,65,65,65,64,64,62,62
71,72,71,69,69,69,69,67,65,64,62,61,64,65,65,65
72,74,74,69,71,72,71,69,64,62,64,65,65,64,62,61
72,72,72,72,70,69,67,65,69,67,65,64,62,60,60,62
69,67,74,76,74,74,69,71,60,59,67,67,65,64,62,62
67,67,67,67,67,67,69,71,62,64,65,64,64,62,62,62
71,71,72,72,72,74,74,74,64,65,64,65,67,69,67,65
72,67,67,67,69,71,71,72,65,65,64,62,62,67,65,64
72,74,74,72,67,69,69,67,65,65,65,65,64,64,65,64
65,67,69,71,71,72,70,69,62,64,65,65,64,64,66,66
67,67,74,74,74,74,72,74,62,62,62,69,69,67,69,69
74,71,67,71,71,69,69,67,66,67,62,67,67,67,66,66
67,67,69,69,66,62,69,69,64,62,64,61,62,57,62,62
71,69,67,66,64,64,64,62,62,62,62,62,62,59,61,61
62,74,74,74,74,76,72,72,57,69,69,68,69,71,71,69
72,74,71,67,71,71,71,69,67,69,67,62,67,67,66,64
69,69,67,67,67,69,69,66,61,66,66,64,62,64,61,62
62,67,67,69,71,72,74,72,57,62,59,66,67,66,67,67
71,71,71,71,71,71,76,74,64,66,64,63,64,66,67,67
74,72,71,71,72,74,66,66,66,66,62,62,62,62,62,60
67,69,71,71,71,71,71,71,59,64,63,64,66,64,63,64
71,76,74,74,72,71,71,72,66,67,67,66,66,62,62,62
74,66,66,67,69,71,69,69,62,62,60,59,64,63,64,62
71,73,74,74,73,73,74,74,67,67,69,69,69,67,66,66
71,71,72,74,76,71,71,69,62,67,67,65,64,64,64,64
71,74,71,71,71,71,72,72,64,62,62,63,64,66,64,62
71,71,69,69,67,71,74,69,62,64,64,62,62,62,62,62
71,69,67,69,74,71,67,67,62,62,62,62,66,62,62,64
69,67,67,67,67,69,69,71,66,64,65,64,62,64,66,67
69,69,67,71,69,67,69,74,67,66,62,62,62,62,62,66
71,67,67,69,67,67,67,67,62,62,64,66,64,65,64,62
69,69,71,69,69,67,62,62,64,66,67,67,66,62,59,57
64,64,66,67,69,66,62,67,59,61,62,64,64,62,57,62
67,67,67,67,67,69,69,71,59,60,62,64,64,64,66,67
69,72,72,71,69,69,69,69,65,64,69,67,67,66,64,66
67,69,69,69,69,67,67,65,62,65,64,62,61,62,61,62
69,69,67,67,67,69,69,71,64,62,62,64,62,60,65,65
71,72,72,72,71,71,69,69,64,64,66,67,67,67,67,66
69,69,67,67,65,67,69,69,64,66,62,64,62,62,60,62
67,67,65,64,64,64,64,64,64,64,62,60,59,57,59,59
64,64,62,62,62,67,67,67,60,59,57,59,60,62,65,64
67,69,69,69,71,72,72,72,62,60,62,64,65,64,65,67
72,72,72,72,72,72,72,72,67,65,65,64,62,64,64,66
72,72,72,71,71,71,69,69,67,67,66,66,64,62,61,59
71,71,71,64,62,62,67,67,64,66,64,60,60,59,60,62
67,69,69,71,72,72,72,72,64,65,64,65,64,65,65,64
72,72,72,72,72,72,71,71,62,64,64,69,68,69,69,67
67,67,65,65,64,64,62,62,65,64,64,62,62,61,57,57
69,69,69,69,67,67,69,69,62,64,65,65,65,64,64,62
69,69,71,71,71,71,72,72,64,67,65,64,66,69,67,62
71,71,69,69,69,69,67,67,62,67,67,66,64,66,62,64
65,65,64,64,64,64,71,72,62,60,59,62,60,59,67,67
74,71,74,72,72,71,71,69,67,67,67,67,69,69,67,67
69,67,71,72,74,74,74,71,66,62,67,69,69,67,66,67
72,74,72,72,71,71,71,69,67,67,67,66,59,60,62,64
69,69,67,69,69,69,67,67,62,60,59,62,62,63,62,61
67,67,69,71,71,71,72,72,66,64,66,66,64,63,64,62
71,71,69,69,69,69,67,67,62,67,67,66,64,66,62,62
61,62,69,69,69,74,74,74,57,57,65,64,62,62,64,65
72,71,69,71,72,72,71,71,64,64,64,62,64,65,65,64
71,69,71,71,72,72,69,69,62,60,64,65,67,64,60,62
65,65,67,67,69,69,67,67,58,60,62,60,60,61,62,64
65,65,64,64,62,74,74,74,64,62,62,61,57,59,60,62
74,76,74,74,76,76,73,73,59,60,62,67,67,69,70,67
74,74,74,74,74,74,74,76,69,66,67,67,66,64,66,64
76,71,71,72,69,69,64,64,66,68,64,69,61,62,62,61
